[09:34:02 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[09:39:59 INF] Usage: Total CPU 6.48% | App CPU 0.00% | App Heap 5.19MB
[09:40:00 INF] Usage: Total CPU 9.37% | App CPU 0.00% | App Heap 5.19MB
[09:40:01 INF] Usage: Total CPU 16.77% | App CPU 1.54% | App Heap 5.19MB
[09:40:02 INF] Usage: Total CPU 7.57% | App CPU 0.00% | App Heap 5.19MB
[09:40:03 INF] Usage: Total CPU 8.00% | App CPU 0.00% | App Heap 5.19MB
[09:40:04 INF] Usage: Total CPU 8.00% | App CPU 1.55% | App Heap 5.19MB
[09:40:05 INF] Usage: Total CPU 6.54% | App CPU 0.00% | App Heap 5.19MB
[09:40:06 INF] Usage: Total CPU 7.67% | App CPU 0.13% | App Heap 5.19MB
[09:40:07 INF] Usage: Total CPU 7.20% | App CPU 1.54% | App Heap 5.19MB
[09:40:08 INF] Usage: Total CPU 3.78% | App CPU 0.00% | App Heap 5.19MB
[09:40:09 INF] Usage: Total CPU 9.38% | App CPU 0.06% | App Heap 5.17MB
[09:40:10 INF] Usage: Total CPU 5.77% | App CPU 0.06% | App Heap 5.14MB
[09:40:11 INF] Usage: Total CPU 4.61% | App CPU 0.00% | App Heap 5.14MB
[09:40:12 INF] Usage: Total CPU 4.69% | App CPU 0.39% | App Heap 5.34MB
[09:40:13 INF] Usage: Total CPU 10.96% | App CPU 3.20% | App Heap 7.40MB
[09:40:14 INF] Usage: Total CPU 7.79% | App CPU 2.70% | App Heap 7.54MB
[09:40:15 INF] Usage: Total CPU 2.67% | App CPU 0.00% | App Heap 7.52MB
[09:40:16 INF] Usage: Total CPU 4.95% | App CPU 0.00% | App Heap 7.52MB
[09:40:17 INF] Usage: Total CPU 5.39% | App CPU 1.55% | App Heap 7.53MB
[09:40:18 INF] Usage: Total CPU 1.39% | App CPU 0.00% | App Heap 7.52MB
[09:40:19 INF] Usage: Total CPU 6.39% | App CPU 0.00% | App Heap 7.52MB
[09:40:20 INF] Usage: Total CPU 6.84% | App CPU 1.54% | App Heap 7.52MB
[09:40:21 INF] Usage: Total CPU 3.13% | App CPU 0.00% | App Heap 7.52MB
[09:40:22 INF] Usage: Total CPU 3.09% | App CPU 0.00% | App Heap 7.52MB
[09:40:23 INF] Usage: Total CPU 4.05% | App CPU 0.00% | App Heap 7.52MB
[09:40:24 INF] Usage: Total CPU 9.33% | App CPU 0.00% | App Heap 7.52MB
[09:40:25 INF] Usage: Total CPU 22.50% | App CPU 0.00% | App Heap 7.52MB
[09:40:26 INF] Usage: Total CPU 21.59% | App CPU 0.06% | App Heap 7.52MB
[09:40:27 INF] Usage: Total CPU 10.40% | App CPU 0.00% | App Heap 7.52MB
[09:40:28 INF] Usage: Total CPU 8.75% | App CPU 0.13% | App Heap 7.53MB
[09:40:29 INF] Usage: Total CPU 9.22% | App CPU 0.06% | App Heap 7.49MB
[09:40:30 INF] Usage: Total CPU 11.61% | App CPU 0.00% | App Heap 7.49MB
[09:40:31 INF] Usage: Total CPU 9.70% | App CPU 0.00% | App Heap 7.49MB
[09:40:32 INF] Usage: Total CPU 10.87% | App CPU 0.00% | App Heap 7.49MB
[09:40:33 INF] Usage: Total CPU 9.30% | App CPU 0.00% | App Heap 7.49MB
[09:40:34 INF] Usage: Total CPU 25.91% | App CPU 0.00% | App Heap 7.49MB
[09:40:35 INF] Usage: Total CPU 13.52% | App CPU 0.00% | App Heap 7.49MB
[09:40:36 INF] Usage: Total CPU 7.38% | App CPU 0.00% | App Heap 7.49MB
[09:40:37 INF] Usage: Total CPU 9.47% | App CPU 0.00% | App Heap 7.49MB
[09:40:38 INF] Usage: Total CPU 12.56% | App CPU 0.00% | App Heap 7.49MB
[09:40:39 INF] Usage: Total CPU 11.86% | App CPU 1.54% | App Heap 7.49MB
[09:40:40 INF] Usage: Total CPU 13.64% | App CPU 1.54% | App Heap 7.49MB
[09:40:41 INF] Usage: Total CPU 13.88% | App CPU 1.54% | App Heap 7.49MB
[09:40:42 INF] Usage: Total CPU 7.56% | App CPU 0.00% | App Heap 7.49MB
[09:40:44 INF] Usage: Total CPU 15.60% | App CPU 0.00% | App Heap 7.49MB
[09:40:45 INF] Usage: Total CPU 10.71% | App CPU 0.00% | App Heap 7.49MB
[09:40:46 INF] Usage: Total CPU 17.49% | App CPU 1.48% | App Heap 7.49MB
[09:40:47 INF] Usage: Total CPU 9.93% | App CPU 0.06% | App Heap 7.49MB
[09:40:48 INF] Usage: Total CPU 14.51% | App CPU 0.00% | App Heap 7.49MB
[09:40:49 INF] Usage: Total CPU 11.14% | App CPU 0.00% | App Heap 7.49MB
[09:40:50 INF] Usage: Total CPU 10.74% | App CPU 0.00% | App Heap 7.49MB
[09:40:51 INF] Usage: Total CPU 8.73% | App CPU 0.00% | App Heap 7.49MB
[09:40:52 INF] Usage: Total CPU 12.18% | App CPU 0.06% | App Heap 7.49MB
[09:40:53 INF] Usage: Total CPU 8.77% | App CPU 1.56% | App Heap 7.49MB
[09:40:54 INF] Usage: Total CPU 6.45% | App CPU 0.00% | App Heap 7.49MB
[09:40:55 INF] Usage: Total CPU 14.05% | App CPU 0.00% | App Heap 7.49MB
[09:40:56 INF] Usage: Total CPU 22.91% | App CPU 0.00% | App Heap 7.49MB
[09:40:57 INF] Usage: Total CPU 25.37% | App CPU 0.00% | App Heap 7.49MB
[09:40:58 INF] Usage: Total CPU 24.67% | App CPU 1.02% | App Heap 7.49MB
[09:40:59 INF] Usage: Total CPU 20.55% | App CPU 0.00% | App Heap 7.49MB
[09:41:00 INF] Usage: Total CPU 12.68% | App CPU 1.54% | App Heap 7.49MB
[09:41:01 INF] Usage: Total CPU 19.22% | App CPU 0.00% | App Heap 7.49MB
[09:41:02 INF] Usage: Total CPU 8.87% | App CPU 0.00% | App Heap 7.49MB
[09:41:03 INF] Usage: Total CPU 7.21% | App CPU 0.00% | App Heap 7.49MB
[09:41:04 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 7.49MB
[09:41:05 INF] Usage: Total CPU 12.37% | App CPU 0.32% | App Heap 7.46MB
[09:41:07 INF] Usage: Total CPU 13.33% | App CPU 0.51% | App Heap 7.54MB
[09:41:08 INF] Usage: Total CPU 18.46% | App CPU 0.00% | App Heap 7.54MB
[09:41:09 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 7.55MB
[09:41:10 INF] Usage: Total CPU 6.93% | App CPU 0.00% | App Heap 7.54MB
[09:41:11 INF] Usage: Total CPU 19.28% | App CPU 0.00% | App Heap 7.54MB
[09:41:12 INF] Usage: Total CPU 18.21% | App CPU 1.55% | App Heap 7.54MB
[09:41:13 INF] Usage: Total CPU 11.56% | App CPU 0.00% | App Heap 7.54MB
[09:41:14 INF] Usage: Total CPU 15.23% | App CPU 0.00% | App Heap 7.51MB
[09:41:15 INF] Usage: Total CPU 10.75% | App CPU 0.00% | App Heap 7.51MB
[09:41:16 INF] Usage: Total CPU 11.40% | App CPU 0.00% | App Heap 7.51MB
[09:41:17 INF] Usage: Total CPU 12.73% | App CPU 0.00% | App Heap 7.51MB
[09:41:18 INF] Usage: Total CPU 9.94% | App CPU 0.00% | App Heap 7.51MB
[09:41:19 INF] Usage: Total CPU 8.52% | App CPU 0.00% | App Heap 7.51MB
[09:41:20 INF] Usage: Total CPU 8.06% | App CPU 0.00% | App Heap 7.51MB
[09:41:21 INF] Usage: Total CPU 13.61% | App CPU 1.49% | App Heap 7.51MB
[09:41:22 INF] Usage: Total CPU 7.32% | App CPU 0.00% | App Heap 7.51MB
[09:41:23 INF] Usage: Total CPU 8.86% | App CPU 0.00% | App Heap 7.51MB
[09:41:24 INF] Usage: Total CPU 9.27% | App CPU 0.00% | App Heap 7.51MB
[09:41:25 INF] Usage: Total CPU 29.21% | App CPU 0.00% | App Heap 7.51MB
[09:41:27 INF] Usage: Total CPU 25.54% | App CPU 0.00% | App Heap 7.53MB
[09:41:28 INF] Usage: Total CPU 23.87% | App CPU 0.00% | App Heap 7.51MB
[09:41:29 INF] Usage: Total CPU 27.67% | App CPU 0.83% | App Heap 7.46MB
[09:41:30 INF] Usage: Total CPU 41.83% | App CPU 0.13% | App Heap 7.55MB
[09:41:31 INF] Usage: Total CPU 28.60% | App CPU 0.90% | App Heap 7.55MB
[09:41:32 INF] Usage: Total CPU 19.68% | App CPU 0.00% | App Heap 7.55MB
[09:41:33 INF] Usage: Total CPU 10.59% | App CPU 1.41% | App Heap 7.55MB
[09:41:34 INF] Usage: Total CPU 2.43% | App CPU 0.00% | App Heap 7.55MB
[09:41:35 INF] Usage: Total CPU 9.40% | App CPU 0.00% | App Heap 7.55MB
[09:41:36 INF] Usage: Total CPU 6.03% | App CPU 0.00% | App Heap 7.55MB
[09:41:37 INF] Usage: Total CPU 8.70% | App CPU 0.00% | App Heap 7.55MB
[09:41:38 INF] Usage: Total CPU 5.70% | App CPU 0.00% | App Heap 7.55MB
[09:41:39 INF] Usage: Total CPU 9.22% | App CPU 0.00% | App Heap 7.55MB
[09:41:40 INF] Usage: Total CPU 10.45% | App CPU 0.00% | App Heap 7.55MB
[09:41:41 INF] Usage: Total CPU 6.88% | App CPU 0.00% | App Heap 7.55MB
[09:41:43 INF] Usage: Total CPU 7.32% | App CPU 0.00% | App Heap 7.55MB
[09:41:44 INF] Usage: Total CPU 8.92% | App CPU 0.00% | App Heap 7.52MB
[09:41:45 INF] Usage: Total CPU 7.14% | App CPU 0.00% | App Heap 7.53MB
[09:41:46 INF] Usage: Total CPU 12.36% | App CPU 0.75% | App Heap 7.52MB
[09:41:47 INF] Usage: Total CPU 6.27% | App CPU 0.00% | App Heap 7.52MB
[09:41:48 INF] Usage: Total CPU 6.10% | App CPU 0.00% | App Heap 7.52MB
[09:41:49 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 7.52MB
[09:41:50 INF] Usage: Total CPU 8.95% | App CPU 0.00% | App Heap 7.51MB
[09:41:51 INF] Usage: Total CPU 13.06% | App CPU 0.00% | App Heap 7.51MB
[09:41:52 INF] Usage: Total CPU 4.02% | App CPU 0.00% | App Heap 7.51MB
[09:41:53 INF] Usage: Total CPU 6.94% | App CPU 0.06% | App Heap 7.51MB
[09:41:54 INF] Usage: Total CPU 4.00% | App CPU 0.00% | App Heap 7.51MB
[09:41:55 INF] Usage: Total CPU 8.76% | App CPU 0.00% | App Heap 7.51MB
[09:41:56 INF] Usage: Total CPU 6.43% | App CPU 0.00% | App Heap 7.51MB
[09:41:57 INF] Usage: Total CPU 5.86% | App CPU 0.00% | App Heap 7.51MB
[09:41:58 INF] Usage: Total CPU 3.02% | App CPU 0.00% | App Heap 7.52MB
[09:41:59 INF] Usage: Total CPU 7.72% | App CPU 0.00% | App Heap 7.52MB
[09:42:00 INF] Usage: Total CPU 3.64% | App CPU 0.00% | App Heap 7.51MB
[09:42:01 INF] Usage: Total CPU 7.49% | App CPU 0.00% | App Heap 7.51MB
[09:42:02 INF] Usage: Total CPU 8.08% | App CPU 0.00% | App Heap 7.51MB
[09:42:03 INF] Usage: Total CPU 6.92% | App CPU 0.57% | App Heap 7.51MB
[09:42:04 INF] Usage: Total CPU 8.19% | App CPU 0.00% | App Heap 7.51MB
[09:42:05 INF] Usage: Total CPU 7.52% | App CPU 0.00% | App Heap 7.51MB
[09:42:06 INF] Usage: Total CPU 13.44% | App CPU 0.00% | App Heap 7.51MB
[09:42:07 INF] Usage: Total CPU 10.89% | App CPU 1.32% | App Heap 7.51MB
[09:42:08 INF] Usage: Total CPU 3.55% | App CPU 0.00% | App Heap 7.53MB
[09:42:09 INF] Usage: Total CPU 15.47% | App CPU 0.06% | App Heap 7.51MB
[09:42:10 INF] Usage: Total CPU 9.73% | App CPU 0.00% | App Heap 7.51MB
[09:42:11 INF] Usage: Total CPU 8.47% | App CPU 0.00% | App Heap 7.51MB
[09:42:12 INF] Usage: Total CPU 10.15% | App CPU 1.54% | App Heap 7.51MB
[09:42:13 INF] Usage: Total CPU 7.64% | App CPU 1.03% | App Heap 7.51MB
[09:42:14 INF] Usage: Total CPU 7.18% | App CPU 0.00% | App Heap 7.51MB
[09:42:15 INF] Usage: Total CPU 13.51% | App CPU 0.00% | App Heap 7.51MB
[09:42:16 INF] Usage: Total CPU 8.57% | App CPU 1.43% | App Heap 7.51MB
[09:42:17 INF] Usage: Total CPU 12.71% | App CPU 0.00% | App Heap 7.51MB
[09:42:18 INF] Usage: Total CPU 8.25% | App CPU 0.00% | App Heap 7.51MB
[09:42:19 INF] Usage: Total CPU 5.45% | App CPU 0.00% | App Heap 7.51MB
[09:42:20 INF] Usage: Total CPU 4.67% | App CPU 0.00% | App Heap 7.51MB
[09:42:21 INF] Usage: Total CPU 9.52% | App CPU 0.00% | App Heap 7.51MB
[09:42:22 INF] Usage: Total CPU 15.43% | App CPU 1.22% | App Heap 7.51MB
[09:42:23 INF] Usage: Total CPU 13.43% | App CPU 0.91% | App Heap 7.51MB
[09:42:24 INF] Usage: Total CPU 7.57% | App CPU 0.00% | App Heap 7.51MB
[09:42:25 INF] Usage: Total CPU 3.30% | App CPU 0.00% | App Heap 7.50MB
[09:42:26 INF] Usage: Total CPU 6.74% | App CPU 0.00% | App Heap 7.47MB
[09:42:27 INF] Usage: Total CPU 5.70% | App CPU 0.06% | App Heap 7.47MB
[09:42:28 INF] Usage: Total CPU 2.76% | App CPU 0.00% | App Heap 7.47MB
[09:42:30 INF] Usage: Total CPU 6.71% | App CPU 0.06% | App Heap 7.47MB
[09:42:31 INF] Usage: Total CPU 7.78% | App CPU 1.54% | App Heap 7.47MB
[09:42:32 INF] Usage: Total CPU 4.61% | App CPU 0.00% | App Heap 7.47MB
[09:42:33 INF] Usage: Total CPU 4.41% | App CPU 0.00% | App Heap 7.47MB
[09:42:34 INF] Usage: Total CPU 7.65% | App CPU 0.00% | App Heap 7.47MB
[09:42:35 INF] Usage: Total CPU 7.15% | App CPU 1.54% | App Heap 7.48MB
[09:42:36 INF] Usage: Total CPU 4.75% | App CPU 0.00% | App Heap 7.47MB
[09:42:37 INF] Usage: Total CPU 5.90% | App CPU 0.00% | App Heap 7.47MB
[09:42:38 INF] Usage: Total CPU 4.92% | App CPU 0.00% | App Heap 7.47MB
[09:42:39 INF] Usage: Total CPU 7.92% | App CPU 0.00% | App Heap 7.47MB
[09:42:40 INF] Usage: Total CPU 3.29% | App CPU 0.00% | App Heap 7.47MB
[09:42:41 INF] Usage: Total CPU 3.87% | App CPU 0.00% | App Heap 7.47MB
[09:42:42 INF] Usage: Total CPU 5.60% | App CPU 0.00% | App Heap 7.47MB
[09:42:43 INF] Usage: Total CPU 4.14% | App CPU 0.00% | App Heap 7.47MB
[09:42:44 INF] Usage: Total CPU 1.96% | App CPU 0.00% | App Heap 7.46MB
[09:42:45 INF] Usage: Total CPU 8.67% | App CPU 0.00% | App Heap 7.46MB
[09:42:46 INF] Usage: Total CPU 3.53% | App CPU 0.00% | App Heap 7.46MB
[09:42:47 INF] Usage: Total CPU 3.33% | App CPU 0.00% | App Heap 7.46MB
[09:42:48 INF] Usage: Total CPU 6.89% | App CPU 0.64% | App Heap 7.46MB
[09:42:49 INF] Usage: Total CPU 4.48% | App CPU 0.00% | App Heap 7.46MB
[09:42:50 INF] Usage: Total CPU 14.29% | App CPU 1.03% | App Heap 7.46MB
[09:42:51 INF] Usage: Total CPU 9.15% | App CPU 0.00% | App Heap 7.46MB
[09:42:52 INF] Usage: Total CPU 10.90% | App CPU 0.00% | App Heap 7.46MB
[09:42:53 INF] Usage: Total CPU 16.02% | App CPU 0.06% | App Heap 7.46MB
[09:42:54 INF] Usage: Total CPU 4.63% | App CPU 0.00% | App Heap 7.46MB
[09:42:55 INF] Usage: Total CPU 10.31% | App CPU 0.00% | App Heap 7.46MB
[09:42:56 INF] Usage: Total CPU 13.29% | App CPU 1.09% | App Heap 7.46MB
[09:42:57 INF] Usage: Total CPU 16.11% | App CPU 0.06% | App Heap 7.46MB
[09:42:58 INF] Usage: Total CPU 12.57% | App CPU 0.00% | App Heap 7.40MB
[09:42:59 INF] Usage: Total CPU 4.65% | App CPU 0.00% | App Heap 7.46MB
[09:43:00 INF] Usage: Total CPU 4.61% | App CPU 0.00% | App Heap 7.46MB
[09:43:01 INF] Usage: Total CPU 3.27% | App CPU 0.00% | App Heap 7.46MB
[09:43:02 INF] Usage: Total CPU 7.56% | App CPU 0.00% | App Heap 7.47MB
[09:43:03 INF] Usage: Total CPU 3.11% | App CPU 0.00% | App Heap 7.46MB
[09:43:04 INF] Usage: Total CPU 5.41% | App CPU 0.00% | App Heap 7.45MB
[09:43:05 INF] Usage: Total CPU 9.36% | App CPU 0.84% | App Heap 7.45MB
[09:43:06 INF] Usage: Total CPU 7.47% | App CPU 0.00% | App Heap 7.45MB
[09:43:07 INF] Usage: Total CPU 4.75% | App CPU 1.28% | App Heap 7.45MB
[09:43:08 INF] Usage: Total CPU 5.09% | App CPU 0.00% | App Heap 7.45MB
[09:43:09 INF] Usage: Total CPU 2.02% | App CPU 0.00% | App Heap 7.45MB
[09:43:10 INF] Usage: Total CPU 2.88% | App CPU 0.00% | App Heap 7.45MB
[09:43:11 INF] Usage: Total CPU 6.19% | App CPU 0.00% | App Heap 7.45MB
[09:43:12 INF] Usage: Total CPU 5.32% | App CPU 0.00% | App Heap 7.45MB
[09:43:13 INF] Usage: Total CPU 4.98% | App CPU 0.00% | App Heap 7.45MB
[09:43:14 INF] Usage: Total CPU 4.11% | App CPU 0.00% | App Heap 7.45MB
[09:43:15 INF] Usage: Total CPU 5.70% | App CPU 0.00% | App Heap 7.46MB
[09:43:16 INF] Usage: Total CPU 6.24% | App CPU 1.55% | App Heap 7.46MB
[09:43:17 INF] Usage: Total CPU 3.15% | App CPU 0.06% | App Heap 7.46MB
[09:43:18 INF] Usage: Total CPU 7.07% | App CPU 0.06% | App Heap 7.46MB
[09:43:19 INF] Usage: Total CPU 2.99% | App CPU 0.00% | App Heap 7.46MB
[09:43:20 INF] Usage: Total CPU 8.17% | App CPU 0.06% | App Heap 7.46MB
[09:43:21 INF] Usage: Total CPU 8.90% | App CPU 1.09% | App Heap 7.46MB
[09:43:22 INF] Usage: Total CPU 5.06% | App CPU 0.00% | App Heap 7.46MB
[09:43:23 INF] Usage: Total CPU 5.02% | App CPU 0.00% | App Heap 7.45MB
[09:43:24 INF] Usage: Total CPU 2.85% | App CPU 0.00% | App Heap 7.45MB
[09:43:25 INF] Usage: Total CPU 9.20% | App CPU 0.00% | App Heap 7.45MB
[09:43:26 INF] Usage: Total CPU 6.09% | App CPU 0.32% | App Heap 7.45MB
[09:43:27 INF] Usage: Total CPU 6.64% | App CPU 0.00% | App Heap 7.45MB
[09:43:28 INF] Usage: Total CPU 4.92% | App CPU 0.00% | App Heap 7.45MB
[09:43:29 INF] Usage: Total CPU 5.66% | App CPU 0.06% | App Heap 7.45MB
[09:43:30 INF] Usage: Total CPU 6.05% | App CPU 0.06% | App Heap 7.45MB
[09:43:31 INF] Usage: Total CPU 3.53% | App CPU 0.00% | App Heap 7.45MB
[09:43:32 INF] Usage: Total CPU 3.57% | App CPU 0.00% | App Heap 7.45MB
[09:43:33 INF] Usage: Total CPU 8.96% | App CPU 0.00% | App Heap 7.45MB
[09:43:34 INF] Usage: Total CPU 3.34% | App CPU 0.00% | App Heap 7.45MB
[09:43:35 INF] Usage: Total CPU 5.11% | App CPU 0.06% | App Heap 7.45MB
[09:43:36 INF] Usage: Total CPU 2.11% | App CPU 0.00% | App Heap 7.45MB
[09:43:37 INF] Usage: Total CPU 7.44% | App CPU 0.13% | App Heap 7.45MB
[09:43:38 INF] Usage: Total CPU 4.93% | App CPU 0.00% | App Heap 7.45MB
[09:43:39 INF] Usage: Total CPU 9.10% | App CPU 0.00% | App Heap 7.45MB
[09:43:40 INF] Usage: Total CPU 7.62% | App CPU 1.54% | App Heap 7.45MB
[09:43:41 INF] Usage: Total CPU 4.11% | App CPU 0.00% | App Heap 7.45MB
[09:43:42 INF] Usage: Total CPU 3.82% | App CPU 0.00% | App Heap 7.45MB
[09:43:43 INF] Usage: Total CPU 3.68% | App CPU 0.00% | App Heap 7.45MB
[09:43:44 INF] Usage: Total CPU 2.65% | App CPU 0.00% | App Heap 7.45MB
[09:43:45 INF] Usage: Total CPU 7.78% | App CPU 0.00% | App Heap 7.45MB
[09:43:46 INF] Usage: Total CPU 2.45% | App CPU 0.06% | App Heap 7.45MB
[09:43:47 INF] Usage: Total CPU 4.79% | App CPU 0.00% | App Heap 7.45MB
[09:43:48 INF] Usage: Total CPU 2.72% | App CPU 0.00% | App Heap 7.45MB
[09:43:49 INF] Usage: Total CPU 3.55% | App CPU 0.00% | App Heap 7.45MB
[09:43:50 INF] Usage: Total CPU 11.92% | App CPU 0.00% | App Heap 7.45MB
[09:43:51 INF] Usage: Total CPU 13.09% | App CPU 0.00% | App Heap 7.45MB
[09:43:52 INF] Usage: Total CPU 18.84% | App CPU 0.00% | App Heap 7.46MB
[09:43:53 INF] Usage: Total CPU 20.44% | App CPU 0.06% | App Heap 7.46MB
[09:43:54 INF] Usage: Total CPU 21.53% | App CPU 1.54% | App Heap 7.46MB
[09:43:55 INF] Usage: Total CPU 22.68% | App CPU 0.00% | App Heap 7.46MB
[09:43:56 INF] Usage: Total CPU 25.03% | App CPU 0.00% | App Heap 7.46MB
[09:43:57 INF] Usage: Total CPU 19.42% | App CPU 0.00% | App Heap 7.46MB
[09:43:58 INF] Usage: Total CPU 16.32% | App CPU 0.00% | App Heap 7.46MB
[09:44:00 INF] Usage: Total CPU 24.82% | App CPU 0.00% | App Heap 7.46MB
[09:44:01 INF] Usage: Total CPU 34.94% | App CPU 0.00% | App Heap 7.46MB
[09:44:02 INF] Usage: Total CPU 28.64% | App CPU 0.00% | App Heap 7.46MB
[09:44:03 INF] Usage: Total CPU 19.55% | App CPU 0.00% | App Heap 7.46MB
[09:44:04 INF] Usage: Total CPU 24.06% | App CPU 0.00% | App Heap 7.46MB
[09:44:05 INF] Usage: Total CPU 26.98% | App CPU 0.00% | App Heap 7.46MB
[09:44:06 INF] Usage: Total CPU 16.55% | App CPU 0.00% | App Heap 7.46MB
[09:44:07 INF] Usage: Total CPU 23.74% | App CPU 0.00% | App Heap 7.46MB
[09:44:08 INF] Usage: Total CPU 23.90% | App CPU 1.03% | App Heap 7.46MB
[09:44:09 INF] Usage: Total CPU 26.35% | App CPU 1.03% | App Heap 7.46MB
[09:44:10 INF] Usage: Total CPU 18.92% | App CPU 0.00% | App Heap 7.46MB
[09:44:11 INF] Usage: Total CPU 14.57% | App CPU 0.00% | App Heap 7.47MB
[09:44:12 INF] Usage: Total CPU 15.51% | App CPU 0.00% | App Heap 7.46MB
[09:44:13 INF] Usage: Total CPU 11.16% | App CPU 0.00% | App Heap 7.46MB
[09:44:14 INF] Usage: Total CPU 8.08% | App CPU 0.00% | App Heap 7.46MB
[09:44:15 INF] Usage: Total CPU 13.92% | App CPU 1.54% | App Heap 7.46MB
[09:44:16 INF] Usage: Total CPU 24.60% | App CPU 1.53% | App Heap 7.46MB
[09:44:17 INF] Usage: Total CPU 19.93% | App CPU 0.00% | App Heap 7.46MB
[09:44:18 INF] Usage: Total CPU 2.75% | App CPU 0.00% | App Heap 7.47MB
[09:44:19 INF] Usage: Total CPU 3.82% | App CPU 0.00% | App Heap 7.46MB
[09:44:20 INF] Usage: Total CPU 3.56% | App CPU 0.00% | App Heap 7.46MB
[09:44:21 INF] Usage: Total CPU 5.32% | App CPU 0.00% | App Heap 7.46MB
[09:44:22 INF] Usage: Total CPU 11.64% | App CPU 1.54% | App Heap 7.46MB
[09:44:23 INF] Usage: Total CPU 9.45% | App CPU 1.54% | App Heap 7.46MB
[09:44:24 INF] Usage: Total CPU 3.89% | App CPU 0.00% | App Heap 7.46MB
[09:44:25 INF] Usage: Total CPU 3.82% | App CPU 0.00% | App Heap 7.46MB
[09:44:26 INF] Usage: Total CPU 3.41% | App CPU 0.00% | App Heap 7.46MB
[09:44:27 INF] Usage: Total CPU 3.30% | App CPU 0.00% | App Heap 7.46MB
[09:44:28 INF] Usage: Total CPU 5.49% | App CPU 0.00% | App Heap 7.45MB
[09:44:29 INF] Usage: Total CPU 8.09% | App CPU 1.09% | App Heap 7.45MB
[09:44:30 INF] Usage: Total CPU 5.60% | App CPU 1.55% | App Heap 7.45MB
[09:44:31 INF] Usage: Total CPU 3.76% | App CPU 0.00% | App Heap 7.45MB
[09:44:32 INF] Usage: Total CPU 6.61% | App CPU 0.00% | App Heap 7.45MB
[09:44:33 INF] Usage: Total CPU 3.03% | App CPU 0.00% | App Heap 7.45MB
[09:44:34 INF] Usage: Total CPU 2.29% | App CPU 0.00% | App Heap 7.45MB
[09:44:35 INF] Usage: Total CPU 2.61% | App CPU 0.00% | App Heap 7.45MB
[09:44:36 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 7.45MB
[09:44:37 INF] Usage: Total CPU 1.56% | App CPU 0.00% | App Heap 7.46MB
[09:44:38 INF] Usage: Total CPU 5.87% | App CPU 0.00% | App Heap 7.45MB
[09:44:39 INF] Usage: Total CPU 8.38% | App CPU 0.06% | App Heap 7.46MB
[09:44:40 INF] Usage: Total CPU 5.42% | App CPU 0.00% | App Heap 7.46MB
[09:44:42 INF] Usage: Total CPU 11.39% | App CPU 0.00% | App Heap 7.46MB
[09:44:43 INF] Usage: Total CPU 8.83% | App CPU 0.06% | App Heap 7.46MB
[09:44:44 INF] Usage: Total CPU 5.52% | App CPU 0.00% | App Heap 7.46MB
[09:44:45 INF] Usage: Total CPU 6.69% | App CPU 0.00% | App Heap 7.46MB
[09:44:46 INF] Usage: Total CPU 4.29% | App CPU 0.06% | App Heap 7.46MB
[09:44:47 INF] Usage: Total CPU 5.99% | App CPU 0.00% | App Heap 7.46MB
[09:44:48 INF] Usage: Total CPU 9.46% | App CPU 0.00% | App Heap 7.46MB
[09:44:49 INF] Usage: Total CPU 9.75% | App CPU 0.06% | App Heap 7.46MB
[09:44:50 INF] Usage: Total CPU 9.92% | App CPU 1.54% | App Heap 7.46MB
[09:44:51 INF] Usage: Total CPU 5.87% | App CPU 0.00% | App Heap 7.47MB
[09:44:52 INF] Usage: Total CPU 8.60% | App CPU 0.00% | App Heap 7.46MB
[09:44:53 INF] Usage: Total CPU 4.86% | App CPU 0.00% | App Heap 7.47MB
[09:44:54 INF] Usage: Total CPU 11.72% | App CPU 0.38% | App Heap 7.46MB
[09:44:55 INF] Usage: Total CPU 16.85% | App CPU 1.54% | App Heap 7.46MB
[09:44:56 INF] Usage: Total CPU 15.08% | App CPU 0.00% | App Heap 7.46MB
[09:44:57 INF] Usage: Total CPU 16.34% | App CPU 0.00% | App Heap 7.46MB
[09:44:58 INF] Usage: Total CPU 9.97% | App CPU 0.00% | App Heap 7.46MB
[09:44:59 INF] Usage: Total CPU 8.13% | App CPU 0.00% | App Heap 7.46MB
[09:45:00 INF] Usage: Total CPU 7.31% | App CPU 0.00% | App Heap 7.46MB
[09:45:01 INF] Usage: Total CPU 11.18% | App CPU 0.00% | App Heap 7.47MB
[09:45:02 INF] Usage: Total CPU 12.12% | App CPU 0.00% | App Heap 7.46MB
[09:45:03 INF] Usage: Total CPU 15.28% | App CPU 0.77% | App Heap 7.46MB
[09:45:04 INF] Usage: Total CPU 9.79% | App CPU 1.55% | App Heap 7.47MB
[09:45:05 INF] Usage: Total CPU 10.42% | App CPU 0.00% | App Heap 7.47MB
[09:45:06 INF] Usage: Total CPU 7.98% | App CPU 0.00% | App Heap 7.46MB
[09:45:07 INF] Usage: Total CPU 11.02% | App CPU 0.00% | App Heap 7.46MB
[09:45:08 INF] Usage: Total CPU 11.11% | App CPU 0.00% | App Heap 7.47MB
